date,temperature
2023-04-22,1.2212642402877092
2023-04-23,0.9975552244562652
2023-04-24,0.7242952055471296
2023-04-25,0.858949552164975
2023-04-26,0.7757712764950306
2023-04-27,0.8153799545110998
2023-04-28,1.069249935303331
2023-04-29,1.2078776080890272
2023-04-30,1.2142768096517005
2023-05-01,0.9135652315540003
2023-05-02,1.0457625044250787
2023-05-03,1.2457708759426187
2023-05-04,1.1790400122090152
2023-05-05,1.2960043993191823
2023-05-06,1.251470611434274
2023-05-07,1.170421722155765
2023-05-08,1.2021014954136569
2023-05-09,1.1326234269481443
2023-05-10,0.8920783972114688
2023-05-11,0.8571778311567597
2023-05-12,0.8316304135481012
2023-05-13,0.7486652885277824
2023-05-14,0.4384555234108048
2023-05-15,0.49291298970903935
2023-05-16,0.35303053279704477
2023-05-17,0.39616466471576006
2023-05-18,0.21304124759918378
2023-05-19,0.38748944835026555
2023-05-20,0.4543118891615626
2023-05-21,0.3668571044218753
2023-05-22,0.3306827683956763
2023-05-23,0.2852433512943931
2023-05-24,0.5215992517268352
2023-05-25,0.5126275744566483
2023-05-26,0.5053563677409689
2023-05-27,0.38121502224093795
2023-05-28,0.6441164255585691
2023-05-29,0.41770923311108427
2023-05-30,0.560185894549974
2023-05-31,0.7483377483886309
2023-06-01,0.6697748137294249
2023-06-02,0.6011615511746767
2023-06-03,0.6880131699154974
2023-06-04,0.6650820790085299
2023-06-05,0.62111671263838
2023-06-06,0.31329960817583696
2023-06-07,0.27316554172151497
2023-06-08,0.39539798452988584
2023-06-09,0.534000465970845
2023-06-10,0.37318111921202407
2023-06-11,0.27586597452593214
2023-06-12,0.329503929295268
2023-06-13,0.8327952310352661
2023-06-14,0.8908594861049896
2023-06-15,0.9756913959110604
2023-06-16,1.0036051873665175
2023-06-17,0.8962512059049393
2023-06-18,0.9613656819753327
2023-06-19,1.0759137950309863
2023-06-20,1.1666004457641037
2023-06-21,1.1584011115610424
2023-06-22,1.264824476992795
2023-06-23,1.1916235517501437
2023-06-24,0.918083213184232
2023-06-25,0.9050537275684546
2023-06-26,0.785643707587717
2023-06-27,0.5090529916137939
2023-06-28,0.6422437632040094
2023-06-29,0.38816571694901125
2023-06-30,0.455634879688916
2023-07-01,0.700639952397193
2023-07-02,0.7897276677558988
2023-07-03,0.8558950465204821
2023-07-04,0.7770810081938987
2023-07-05,0.6126316141635386
2023-07-06,0.6374844095651085
2023-07-07,0.5852179755290439
2023-07-08,0.2905901139687077
2023-07-09,0.24771438758226194
2023-07-10,0.451971521022888
2023-07-11,0.03192895877528145
2023-07-12,-0.02194260361289637
2023-07-13,-0.23793743463176995
2023-07-14,-0.16904318475053426
2023-07-15,-0.1630621928291352
2023-07-16,-0.13601301466558383
2023-07-17,-0.17838444451706417
2023-07-18,-0.07517423257647023
2023-07-19,-0.35147785726808906
2023-07-20,-0.3355529600780862
2023-07-21,-0.12354013544572025
2023-07-22,-0.3325454408442492
2023-07-23,-0.40392126473391665
2023-07-24,-0.6050247420544613
2023-07-25,-0.6019222501120784
2023-07-26,-0.2757133245151769
2023-07-27,-0.3147995504124602
2023-07-28,-0.09807755541672451
2023-07-29,0.19833428095603636
2023-07-30,0.11178876056275013
2023-07-31,0.36472914912009496
2023-08-01,0.4546647143231276
2023-08-02,0.4030098601808091
2023-08-03,0.5503860068854329
2023-08-04,0.38018357100584393
2023-08-05,0.5740677624352015
2023-08-06,0.6376421354077404
2023-08-07,0.41482164482477335
2023-08-08,0.12530442568523203
2023-08-09,0.024250775808750957
2023-08-10,-0.1554166623154235
2023-08-11,0.06725787786829134
2023-08-12,0.12192181474949983
2023-08-13,0.039546651662299245
2023-08-14,-0.13078700664547482
2023-08-15,-0.4348069073293095
2023-08-16,-0.5892850944660304
2023-08-17,-0.530081967301187
2023-08-18,-0.7727728421560971
2023-08-19,-0.9101140281868444
2023-08-20,-0.9294859430609286
2023-08-21,-0.9618919523332221
2023-08-22,-0.9384998914437532
2023-08-23,-0.745542627085455
2023-08-24,-0.7246447019854076
2023-08-25,-0.7108051018287963
2023-08-26,-0.6189663552800354
2023-08-27,-0.5837488433515645
2023-08-28,-0.7190535342395212
2023-08-29,-0.390951428485246
2023-08-30,-0.4756231343628329
2023-08-31,-0.7488568997499799
2023-09-01,-0.7796949823125179
2023-09-02,-0.7683382774969835
2023-09-03,-1.0907966932195177
2023-09-04,-1.2106480030246691
2023-09-05,-1.245298241316879
2023-09-06,-1.1747087257109916
2023-09-07,-1.261308796146662
2023-09-08,-1.2086517813295397
2023-09-09,-1.271382016384267
2023-09-10,-1.2496791832963934
2023-09-11,-1.3410775294318582
2023-09-12,-1.2157282582812907
2023-09-13,-0.9553017716752947
2023-09-14,-1.2585004920246636
2023-09-15,-1.3051576409644976
2023-09-16,-1.4573555026170395
2023-09-17,-1.591977734247612
2023-09-18,-1.4073942839587192
2023-09-19,-1.3636180655305223
2023-09-20,-1.2705530535549745
2023-09-21,-1.102894471318649
2023-09-22,-0.9078189264424783
2023-09-23,-0.7805429746616587
2023-09-24,-0.754999895782047
2023-09-25,-0.5246837556839683
2023-09-26,-0.7678418698931959
2023-09-27,-0.9892336303666617
2023-09-28,-1.004087026600615
2023-09-29,-1.0158338675414447
2023-09-30,-1.1182766727597158
2023-10-01,-1.222572316134295
2023-10-02,-1.1926389762440164
2023-10-03,-1.6053475786630849
2023-10-04,-1.3399347122197813
2023-10-05,-1.3549495185051288
2023-10-06,-1.4431111015731932
2023-10-07,-1.6704390754508318
2023-10-08,-1.6244592279255632
2023-10-09,-1.369435489377543
2023-10-10,-1.0407952614505123
2023-10-11,-1.147955157631843
2023-10-12,-1.307970281414136
2023-10-13,-1.389714954519067
2023-10-14,-1.4021702591922747
2023-10-15,-1.3501633812674463
2023-10-16,-1.1649440300439968
2023-10-17,-1.2504093313833566
2023-10-18,-1.1514744169045585
2023-10-19,-0.921401020794684
2023-10-20,-0.8055277818751195
2023-10-21,-0.8866998499232908
2023-10-22,-0.9155189536494241
2023-10-23,-0.7648433219012615
2023-10-24,-0.8702548784897531
2023-10-25,-0.7714336231570922
2023-10-26,-0.5031737267234183
2023-10-27,-0.5602929919746331
2023-10-28,-0.8391779961268439
2023-10-29,-0.7783420862716891
2023-10-30,-0.6979794807150895
2023-10-31,-0.334949634972615
2023-11-01,-0.07428764819430216
2023-11-02,-0.2284857696062751
2023-11-03,-0.49437575225914693
2023-11-04,-0.42578153129441604
2023-11-05,-0.27499392966926745
2023-11-06,-0.2872271158094978
2023-11-07,-0.5401747024918327
2023-11-08,-0.6556437410302212
2023-11-09,-0.9433787303447106
2023-11-10,-0.8399610777004309
2023-11-11,-0.9903757900022434
2023-11-12,-1.1821745597864064
2023-11-13,-1.3618631068082048
2023-11-14,-1.3200078556709072
2023-11-15,-1.4671105501279647
2023-11-16,-1.5551173560320597
2023-11-17,-1.3328339197029875
2023-11-18,-1.238860188911995
2023-11-19,-1.3484512779975049
2023-11-20,-1.510678773097117
2023-11-21,-1.1969136868385488
2023-11-22,-0.9264150771254998
2023-11-23,-0.8216186289172558
2023-11-24,-0.7838596311970585
2023-11-25,-0.7820286044235115
2023-11-26,-0.738014410321923
2023-11-27,-0.9899013162753184
2023-11-28,-0.7097633181124606
2023-11-29,-0.6637711301175973
2023-11-30,-0.5529178007630442
2023-12-01,-0.5074088481540966
2023-12-02,-0.543371564392395
2023-12-03,-0.8124840113352196
2023-12-04,-0.8911502306780438
2023-12-05,-1.0118966152782696
2023-12-06,-1.0492888259394197
2023-12-07,-0.9998875627672799
2023-12-08,-1.0999848680285471
2023-12-09,-1.2046225706085947
2023-12-10,-1.277561123965186
2023-12-11,-1.590958113741768
2023-12-12,-1.5540534800211596
2023-12-13,-1.57403409309688
2023-12-14,-1.582919847840763
2023-12-15,-1.4692683307625825
2023-12-16,-1.5847108625602948
2023-12-17,-1.6869387158520637
2023-12-18,-1.6425518624615254
2023-12-19,-1.800877029308557
2023-12-20,-1.7565611590427277
2023-12-21,-1.8992726658414658
2023-12-22,-1.8265198215322946
2023-12-23,-1.7723418029053999
2023-12-24,-1.8498542737841894
2023-12-25,-2.3939748542932913
2023-12-26,-2.529448042958162
2023-12-27,-2.905991298534892
2023-12-28,-2.9387362361705645
2023-12-29,-2.5041364822920102
2023-12-30,-2.6492972190742834
2023-12-31,-2.3389710484306674
